,Raman shift [cm^-1],Intensity [a.u.]
0,1000.0,0.1625223444927669
1,1002.0080321285141,0.2223452960635889
2,1004.0160642570281,0.4616688568509328
3,1006.0240963855422,0.32734906583244683
4,1008.0321285140562,0.839174827507619
5,1010.0401606425703,0.24173281771756533
6,1012.0481927710844,0.3850634577013905
7,1014.0562248995984,0.4517294271257358
8,1016.0642570281125,0.36988721227787724
9,1018.0722891566265,0.31412692385330626
10,1020.0803212851406,0.3461488671453036
11,1022.0883534136547,0.5408828289739148
12,1024.0963855421687,0.6901523820942407
13,1026.1044176706828,0.22100806782325155
14,1028.1124497991968,0.14816606684540362
15,1030.120481927711,0.44251484394010315
16,1032.128514056225,0.49347902122827725
17,1034.136546184739,0.2729767306827788
18,1036.144578313253,0.4654910448984104
19,1038.1526104417671,0.8546868158618184
20,1040.1606425702812,0.33195494023238087
21,1042.1686746987953,0.788256594486556
22,1044.1767068273093,0.6561206321711984
23,1046.1847389558234,0.7027100434708147
24,1048.1927710843374,0.5284709006601348
25,1050.2008032128515,1.0560102320655005
26,1052.2088353413656,0.6751062329073292
27,1054.2168674698796,0.9279329747840199
28,1056.2248995983937,0.541021591244471
29,1058.2329317269077,0.7015122179970613
30,1060.2409638554218,1.0562403614437337
31,1062.2489959839359,0.7993067696204968
32,1064.25702811245,0.8120135788584002
33,1066.265060240964,0.8681920589276773
34,1068.273092369478,0.778258601280024
35,1070.2811244979919,1.529457081586657
36,1072.289156626506,0.8367544705881504
37,1074.29718875502,0.9234032619493857
38,1076.305220883534,1.008841892337355
39,1078.313253012048,0.9617924205814744
40,1080.3212851405622,1.0852177414709714
41,1082.3293172690762,1.360510387271717
42,1084.3373493975903,1.3010526048240576
43,1086.3453815261043,1.0057646251910155
44,1088.3534136546184,1.2252998948778944
45,1090.3614457831325,1.3328486161415314
46,1092.3694779116465,1.0458928706688533
47,1094.3775100401606,1.457871839873402
48,1096.3855421686746,1.7468867985699545
49,1098.3935742971887,1.090282312403523
50,1100.4016064257028,0.9569111449641301
51,1102.4096385542168,1.754096859911098
52,1104.4176706827309,1.1465223444922932
53,1106.425702811245,1.1533924189935203
54,1108.433734939759,1.6888082635890527
55,1110.441767068273,1.1663004006089415
56,1112.4497991967871,1.2701076446946427
57,1114.4578313253012,1.0581497284184473
58,1116.4658634538152,1.5863025478468942
59,1118.4738955823293,1.569689129867529
60,1120.4819277108434,1.489478500423713
61,1122.4899598393574,1.6441940039707086
62,1124.4979919678715,1.394737563862691
63,1126.5060240963855,1.5087377682456384
64,1128.5140562248996,1.7276377308887927
65,1130.5220883534137,1.824194979877056
66,1132.5301204819277,1.4952685732443127
67,1134.5381526104418,1.3770864162798375
68,1136.5461847389558,1.6185564079447905
69,1138.55421686747,2.0255316858088976
70,1140.562248995984,1.6288813225477121
71,1142.570281124498,1.898431053493866
72,1144.578313253012,1.444088535391596
73,1146.5863453815261,1.7876880107282644
74,1148.5943775100402,1.8122051344909196
75,1150.6024096385543,1.8003948203579982
76,1152.6104417670683,1.9321474042541231
77,1154.6184738955824,2.251877057624289
78,1156.6265060240964,1.6100984726096652
79,1158.6345381526105,2.0938026678572297
80,1160.6425702811246,1.9850017505810365
81,1162.6506024096386,1.7251756704161207
82,1164.6586345381527,2.108161160008393
83,1166.6666666666667,1.7532293883453895
84,1168.6746987951808,2.320801782915037
85,1170.6827309236949,1.9460704334623735
86,1172.690763052209,2.162556739343199
87,1174.698795180723,2.014897583985927
88,1176.706827309237,2.2621346670780245
89,1178.714859437751,2.554801756088722
90,1180.7228915662652,2.1462099556740997
91,1182.7309236947792,2.286421994947765
92,1184.738955823293,2.2464128514072796
93,1186.7469879518071,2.410782915849346
94,1188.7550200803212,2.5059991816850147
95,1190.7630522088352,2.815610717705319
96,1192.7710843373493,2.9382146918584846
97,1194.7791164658634,2.5503528381402227
98,1196.7871485943774,2.865131063674905
99,1198.7951807228915,2.946198101946991
100,1200.8032128514055,2.3430193463836844
101,1202.8112449799196,2.513918257489613
102,1204.8192771084337,2.614870545700608
103,1206.8273092369477,2.5098762461393163
104,1208.8353413654618,2.655536747054394
105,1210.8433734939758,2.5204664930063587
106,1212.85140562249,2.8772401325722408
107,1214.859437751004,2.2513014243816785
108,1216.867469879518,2.5101106241414888
109,1218.875502008032,2.7929797854061484
110,1220.8835341365461,2.37118827249781
111,1222.8915662650602,1.9745313824454505
112,1224.8995983935743,2.1298575687426893
113,1226.9076305220883,2.0905698143948874
114,1228.9156626506024,2.2409222213951594
115,1230.9236947791164,2.146767007047695
116,1232.9317269076305,2.1630938641278776
117,1234.9397590361446,2.1681419293668216
118,1236.9477911646586,1.7819259046081017
119,1238.9558232931727,1.622575708263693
120,1240.9638554216867,2.2066616780406227
121,1242.9718875502008,2.3707127835319626
122,1244.9799196787149,1.8308454472615443
123,1246.987951807229,1.640312225909446
124,1248.995983935743,1.3397053963469427
125,1251.004016064257,1.5332781399322137
126,1253.012048192771,1.3593022702014896
127,1255.0200803212851,1.34878996590042
128,1257.0281124497992,1.9238746028336198
129,1259.0361445783133,1.6182959132568224
130,1261.0441767068273,1.6509081285653324
131,1263.0522088353414,1.6563546294681493
132,1265.0602409638554,1.7177162954851242
133,1267.0682730923695,1.503455961443014
134,1269.0763052208836,1.4441758874511426
135,1271.0843373493976,0.8719733415452121
136,1273.0923694779117,1.677426924342551
137,1275.1004016064257,1.5812122811977933
138,1277.1084337349398,1.2616363728697226
139,1279.1164658634539,1.613839709525308
140,1281.124497991968,1.0268492694872908
141,1283.132530120482,0.9998850069538291
142,1285.140562248996,1.183120898829811
143,1287.14859437751,1.2150399844881492
144,1289.1566265060242,1.0709424182770833
145,1291.1646586345382,0.9160532766149307
146,1293.1726907630523,0.7167479143019901
147,1295.1807228915663,0.9962131822096087
148,1297.1887550200804,1.6170985817538457
149,1299.1967871485945,1.1147503537253056
150,1301.2048192771085,1.3216886265991916
151,1303.2128514056226,1.4975513994699334
152,1305.2208835341366,1.3698422901184562
153,1307.2289156626507,0.9806914511888533
154,1309.2369477911648,1.0096006216226645
155,1311.2449799196788,1.1689098558073376
156,1313.2530120481929,1.4349947415737305
157,1315.261044176707,1.0667409449201817
158,1317.269076305221,1.3876497066581255
159,1319.277108433735,0.9581317860449736
160,1321.2851405622491,0.9071832855032206
161,1323.2931726907632,1.325268819564168
162,1325.3012048192772,1.4670971119501344
163,1327.3092369477913,1.0403816967142958
164,1329.3172690763054,0.9371318756670711
165,1331.3253012048194,1.2627072529928045
166,1333.3333333333335,1.4339930326932975
167,1335.3413654618475,1.175054297002457
168,1337.3493975903616,0.9038194575484789
169,1339.3574297188754,1.6377377363613579
