,Raman shift [cm^-1],Intensity [a.u.]
0,1000.0,-0.035423074877210206
1,1002.0080321285141,0.3934044859262731
2,1004.0160642570281,0.47888304229133094
3,1006.0240963855422,0.18002601057929207
4,1008.0321285140562,0.29437279840520625
5,1010.0401606425703,0.0852851435157301
6,1012.0481927710844,0.32643706524434823
7,1014.0562248995984,0.519504904293774
8,1016.0642570281125,0.466014962944323
9,1018.0722891566265,0.4370932471708193
10,1020.0803212851406,0.7125249317853478
11,1022.0883534136547,0.654969845793887
12,1024.0963855421687,0.26539724518607427
13,1026.1044176706828,0.46230702034645055
14,1028.1124497991968,0.8018681542047469
15,1030.120481927711,0.2963673476536394
16,1032.128514056225,0.4263014214278519
17,1034.136546184739,0.6251685770487728
18,1036.144578313253,0.35325145817622094
19,1038.1526104417671,0.32148501132509416
20,1040.1606425702812,0.6589941414957239
21,1042.1686746987953,0.5488897191324311
22,1044.1767068273093,1.0449515243169047
23,1046.1847389558234,0.6518823924578062
24,1048.1927710843374,0.7832620466805235
25,1050.2008032128515,0.9614216063283066
26,1052.2088353413656,0.6546702147862523
27,1054.2168674698796,0.6442898780351971
28,1056.2248995983937,0.5769218043411853
29,1058.2329317269077,0.6286096168343607
30,1060.2409638554218,0.7922348433407573
31,1062.2489959839359,0.7915267268396198
32,1064.25702811245,0.9799692461424188
33,1066.265060240964,0.784401541240006
34,1068.273092369478,0.4872128963322902
35,1070.2811244979919,0.643117901048333
36,1072.289156626506,0.8668773026440052
37,1074.29718875502,0.8292978879764861
38,1076.305220883534,0.6855071746481823
39,1078.313253012048,0.9158739300927508
40,1080.3212851405622,1.068044899868121
41,1082.3293172690762,1.2060459875488945
42,1084.3373493975903,0.9135233164612133
43,1086.3453815261043,1.1640968946290413
44,1088.3534136546184,1.05500573579521
45,1090.3614457831325,0.8536968022184326
46,1092.3694779116465,0.8511957877258759
47,1094.3775100401606,0.9010788268125707
48,1096.3855421686746,1.3193487939075401
49,1098.3935742971887,1.0306508514614805
50,1100.4016064257028,0.7904059176785238
51,1102.4096385542168,1.1533055785683353
52,1104.4176706827309,1.3371465051000635
53,1106.425702811245,0.8209396928877682
54,1108.433734939759,1.0022054577721031
55,1110.441767068273,1.169206936127168
56,1112.4497991967871,1.4813935718074176
57,1114.4578313253012,1.1933248587088219
58,1116.4658634538152,1.3086119480355753
59,1118.4738955823293,1.3921773595880436
60,1120.4819277108434,1.3596453382147802
61,1122.4899598393574,1.3981022134284693
62,1124.4979919678715,1.3260648756788485
63,1126.5060240963855,1.446910969381871
64,1128.5140562248996,1.230983824861871
65,1130.5220883534137,1.2045067687217654
66,1132.5301204819277,1.3091563698405808
67,1134.5381526104418,1.7860137717043139
68,1136.5461847389558,1.476217353144851
69,1138.55421686747,1.615495505876211
70,1140.562248995984,1.322714689338032
71,1142.570281124498,1.2509506082612025
72,1144.578313253012,1.656472870909579
73,1146.5863453815261,1.2173870082252114
74,1148.5943775100402,1.748456805411776
75,1150.6024096385543,1.6060359896847465
76,1152.6104417670683,1.7321791480396374
77,1154.6184738955824,1.4875617737453524
78,1156.6265060240964,1.362087081357461
79,1158.6345381526105,1.7838038355803874
80,1160.6425702811246,2.0793274012099414
81,1162.6506024096386,1.623947512670495
82,1164.6586345381527,2.10919953533542
